"","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
"18653",94867,"Female","disloyal Customer",21,"Business travel","Eco",293,2,3,2,3,2,2,2,2,1,1,3,3,3,2,28,13,"dissatisfied"
"19137",129490,"Male","Loyal Customer",47,"Personal Travel","Eco",2611,3,4,3,3,1,3,1,1,1,5,4,2,4,1,1,6,"dissatisfied"
"20474",126212,"Female","Loyal Customer",30,"Business travel","Business",631,4,4,2,4,4,4,4,4,3,3,3,1,3,4,41,37,"neutral"
"20783",78927,"Female","Loyal Customer",58,"Business travel","Business",2125,2,3,3,3,5,4,3,2,2,2,2,3,2,2,0,0,"dissatisfied"
"14478",7228,"Female","Loyal Customer",34,"Business travel","Eco",135,4,5,5,5,4,4,4,4,2,2,1,5,3,4,0,0,"satisfied"
"71",41461,"Female","Loyal Customer",53,"Personal Travel","Business",1242,3,4,3,5,3,3,5,1,1,3,1,4,1,4,3,0,"neutral"
"10943",31677,"Female","disloyal Customer",24,"Business travel","Eco",844,3,3,3,2,1,3,1,1,3,1,2,3,5,1,0,0,"neutral"
"7842",65438,"Female","Loyal Customer",40,"Personal Travel","Eco Plus",2165,3,4,3,5,1,3,1,1,3,2,5,3,5,1,5,0,"neutral"
"6142",114571,"Female","Loyal Customer",14,"Personal Travel","Business",373,3,1,0,3,2,0,5,2,3,1,4,2,3,2,0,0,"neutral"
"23925",43923,"Male","Loyal Customer",18,"Personal Travel","Eco",199,3,5,0,3,3,0,3,3,5,3,5,3,5,3,0,0,"dissatisfied"
"18127",14977,"Male","Loyal Customer",56,"Business travel","Eco",527,5,1,1,1,5,5,5,5,5,3,1,2,4,5,0,6,"satisfied"
"1789",26449,"Male","Loyal Customer",28,"Business travel","Business",2725,3,3,3,3,5,5,5,5,3,2,1,2,1,5,0,0,"satisfied"
"18835",29822,"Female","Loyal Customer",39,"Business travel","Business",204,2,2,2,2,5,4,2,4,4,4,5,1,4,5,0,0,"satisfied"
"23506",4815,"Female","disloyal Customer",20,"Business travel","Business",500,5,0,5,4,2,5,2,2,5,2,5,4,4,2,0,10,"satisfied"
"1646",23525,"Female","Loyal Customer",38,"Business travel","Eco Plus",303,4,1,1,1,4,4,4,4,5,5,5,4,4,4,26,39,"satisfied"
"25966",15949,"Female","Loyal Customer",51,"Personal Travel","Eco",528,4,4,4,2,5,5,4,5,5,4,5,4,5,4,0,0,"dissatisfied"
"1942",27789,"Female","Loyal Customer",70,"Business travel","Eco",909,1,3,3,3,4,3,3,1,1,1,1,1,1,1,5,30,"dissatisfied"
"16819",28556,"Female","Loyal Customer",20,"Personal Travel","Eco",2701,1,4,1,3,2,1,2,2,4,5,4,5,4,2,17,0,"dissatisfied"
"10051",43403,"Female","Loyal Customer",13,"Personal Travel","Eco",463,4,3,4,3,2,4,3,2,5,5,3,1,3,2,0,0,"satisfied"
"5483",2513,"Male","Loyal Customer",58,"Business travel","Business",2073,2,2,2,2,3,4,5,5,5,5,4,4,5,5,0,0,"satisfied"
"11828",92289,"Female","Loyal Customer",52,"Business travel","Business",1814,5,5,5,5,4,5,4,2,2,2,2,3,2,5,5,0,"satisfied"
"6847",3851,"Female","Loyal Customer",11,"Personal Travel","Eco",650,3,1,3,4,3,3,3,3,1,5,4,4,3,3,2,4,"neutral"
"25925",24468,"Male","Loyal Customer",45,"Business travel","Eco",516,4,1,1,1,4,4,4,4,3,2,2,3,4,4,0,6,"satisfied"
"8357",66828,"Male","disloyal Customer",39,"Business travel","Business",731,2,2,2,3,4,2,4,4,3,2,4,5,5,4,0,0,"neutral"
"8558",26499,"Female","Loyal Customer",33,"Business travel","Business",829,3,3,3,3,3,1,2,4,4,4,4,1,4,5,10,2,"satisfied"
"22849",32889,"Female","Loyal Customer",47,"Personal Travel","Eco",163,4,5,4,1,4,4,4,1,1,4,1,4,1,5,0,0,"satisfied"
"19239",29115,"Female","Loyal Customer",28,"Personal Travel","Eco",978,2,5,2,4,2,2,4,2,4,2,5,4,4,2,0,0,"neutral"
"9905",127489,"Female","Loyal Customer",21,"Personal Travel","Eco",2075,2,5,2,3,4,2,4,4,1,4,5,2,3,4,0,0,"neutral"
"6086",28385,"Male","Loyal Customer",15,"Personal Travel","Eco",763,1,4,1,2,5,1,5,5,2,5,4,2,3,5,0,3,"dissatisfied"
"21485",68931,"Male","Loyal Customer",26,"Business travel","Business",646,3,3,3,3,4,4,4,4,3,4,4,3,5,4,0,0,"satisfied"
"4961",50215,"Female","Loyal Customer",33,"Business travel","Eco",77,1,5,5,5,1,1,1,1,3,3,4,2,3,1,25,20,"dissatisfied"
"5990",11503,"Female","Loyal Customer",24,"Personal Travel","Eco Plus",166,3,5,3,3,1,3,1,1,3,3,5,5,5,1,5,4,"neutral"
"15818",15581,"Female","Loyal Customer",27,"Business travel","Business",2380,3,5,5,5,3,3,3,3,3,2,3,4,3,3,0,0,"dissatisfied"
"19260",105720,"Female","disloyal Customer",17,"Business travel","Eco",842,4,4,4,1,4,4,4,4,5,5,4,4,4,4,0,0,"satisfied"
"9122",58300,"Male","Loyal Customer",13,"Personal Travel","Eco Plus",678,2,5,2,4,5,2,1,5,3,3,5,3,4,5,10,16,"dissatisfied"
"8181",16784,"Male","Loyal Customer",66,"Personal Travel","Eco",642,4,2,4,3,1,4,1,1,4,3,3,4,4,1,5,0,"neutral"
"16730",27478,"Male","Loyal Customer",12,"Business travel","Business",3481,2,2,2,2,4,4,4,4,1,5,1,4,1,4,6,0,"satisfied"
"21010",106997,"Female","Loyal Customer",33,"Personal Travel","Eco",937,2,2,2,4,4,2,4,4,4,5,4,4,4,4,0,0,"dissatisfied"
"19909",11073,"Female","Loyal Customer",45,"Personal Travel","Eco",247,1,5,1,3,3,4,4,2,2,1,5,5,2,3,0,0,"dissatisfied"
"25940",45778,"Female","Loyal Customer",42,"Business travel","Business",3855,1,1,1,1,1,3,1,4,4,4,4,1,4,5,0,0,"satisfied"
"24611",52988,"Female","Loyal Customer",32,"Business travel","Business",1190,1,1,1,1,4,4,4,4,2,3,1,2,5,4,21,0,"satisfied"
"8390",37804,"Female","Loyal Customer",47,"Personal Travel","Eco Plus",1028,4,2,4,3,2,4,4,5,5,4,5,1,5,2,0,0,"neutral"
"7133",28132,"Male","disloyal Customer",27,"Business travel","Eco",550,3,3,3,3,2,3,2,2,4,2,1,2,5,2,0,0,"dissatisfied"
"3755",17200,"Male","Loyal Customer",44,"Business travel","Eco",694,5,5,1,5,5,5,5,5,2,5,1,1,3,5,0,0,"satisfied"
"15100",62294,"Male","Loyal Customer",41,"Business travel","Business",3660,1,1,1,1,3,5,5,3,3,4,3,4,3,4,0,0,"satisfied"
"7134",52045,"Male","disloyal Customer",20,"Business travel","Business",639,0,0,0,3,5,0,2,5,4,4,5,5,4,5,25,31,"satisfied"
"22642",11357,"Male","Loyal Customer",32,"Personal Travel","Eco",429,4,4,2,3,1,2,1,1,5,4,3,5,4,1,0,0,"dissatisfied"
"15017",104556,"Female","Loyal Customer",49,"Business travel","Business",3114,1,1,1,1,2,4,5,5,5,5,5,4,5,4,30,23,"satisfied"
"398",40177,"Female","Loyal Customer",30,"Business travel","Business",2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,"satisfied"
"1565",29363,"Male","Loyal Customer",50,"Business travel","Business",2409,2,2,2,2,4,4,4,1,4,5,5,4,1,4,67,82,"satisfied"
"3851",13681,"Male","Loyal Customer",52,"Business travel","Business",954,3,3,3,3,5,4,2,4,4,4,4,5,4,3,9,13,"satisfied"
"17340",124302,"Female","Loyal Customer",36,"Business travel","Business",255,2,1,4,1,5,4,3,2,2,2,2,3,2,4,0,0,"dissatisfied"
"22993",41471,"Female","disloyal Customer",52,"Business travel","Eco",715,4,4,4,1,5,4,5,5,1,2,3,5,1,5,53,66,"satisfied"
"5356",36958,"Female","Loyal Customer",39,"Business travel","Business",2058,1,1,1,1,3,5,3,4,4,4,4,4,4,1,0,0,"satisfied"
"12248",55995,"Female","Loyal Customer",27,"Business travel","Business",2586,3,3,3,3,4,5,5,4,5,4,4,5,3,5,0,0,"satisfied"
"7148",13326,"Female","Loyal Customer",23,"Personal Travel","Business",748,3,5,3,2,5,3,5,5,4,2,4,4,4,5,36,33,"neutral"
"19289",115215,"Female","Loyal Customer",24,"Business travel","Business",362,3,2,2,2,3,2,3,3,2,4,4,3,3,3,34,26,"dissatisfied"
"269",37982,"Male","Loyal Customer",38,"Personal Travel","Business",1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0,"dissatisfied"
"10118",43988,"Female","Loyal Customer",39,"Business travel","Business",3013,0,0,0,2,4,5,2,3,3,1,1,4,3,5,52,52,"satisfied"
"11692",56077,"Male","Loyal Customer",53,"Personal Travel","Eco",2586,3,1,3,3,3,3,3,3,1,2,4,3,4,3,2,0,"dissatisfied"
"16876",104844,"Male","Loyal Customer",17,"Personal Travel","Eco",472,3,3,3,3,4,3,4,4,1,2,3,3,3,4,1,0,"neutral"
"7435",108553,"Female","Loyal Customer",29,"Personal Travel","Business",735,1,4,1,1,2,1,2,2,4,5,4,4,4,2,1,0,"neutral"
"19475",12187,"Female","Loyal Customer",26,"Personal Travel","Eco",1075,3,5,3,4,3,3,3,3,3,4,4,5,4,3,0,0,"neutral"
"7179",3507,"Female","disloyal Customer",23,"Business travel","Business",968,4,0,5,3,2,5,2,2,5,5,5,4,4,2,26,29,"satisfied"
"21567",25345,"Male","Loyal Customer",38,"Business travel","Business",1558,5,5,5,5,1,1,4,3,3,3,3,5,3,2,0,0,"satisfied"
"17764",94559,"Female","disloyal Customer",22,"Business travel","Eco",239,3,1,3,3,2,3,2,2,3,5,3,4,2,2,48,41,"dissatisfied"
"18690",3813,"Female","disloyal Customer",38,"Business travel","Business",650,3,3,3,1,5,3,2,5,4,4,4,4,5,5,0,0,"dissatisfied"
"24551",42122,"Female","Loyal Customer",11,"Personal Travel","Eco",991,3,5,3,3,4,3,1,4,5,3,4,5,5,4,0,15,"neutral"
"6534",73558,"Male","Loyal Customer",31,"Business travel","Business",204,0,5,0,3,5,4,4,5,5,5,4,4,4,5,21,7,"satisfied"
"18151",22010,"Male","Loyal Customer",64,"Personal Travel","Eco",551,4,5,4,2,3,4,3,3,3,1,2,5,5,3,0,0,"neutral"
"14564",89274,"Female","disloyal Customer",39,"Business travel","Business",453,4,4,4,3,1,4,1,1,4,2,5,3,4,1,60,54,"dissatisfied"
"23351",46391,"Female","Loyal Customer",31,"Personal Travel","Eco",1013,3,2,3,4,3,3,3,3,3,1,3,3,3,3,0,0,"dissatisfied"
"25508",116006,"Female","Loyal Customer",64,"Personal Travel","Eco",446,5,5,5,2,5,5,5,5,5,5,5,4,5,5,10,0,"satisfied"
"1406",90659,"Male","Loyal Customer",41,"Business travel","Business",646,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0,"satisfied"
"7935",126986,"Female","Loyal Customer",25,"Business travel","Business",651,1,1,3,1,2,3,2,2,5,3,4,3,5,2,0,0,"satisfied"
"4893",40169,"Male","Loyal Customer",46,"Business travel","Eco",531,4,2,2,2,3,4,3,3,4,2,4,5,1,3,0,0,"satisfied"
"18628",41975,"Female","Loyal Customer",13,"Personal Travel","Eco",525,4,5,4,1,4,4,4,4,3,4,4,5,4,4,0,0,"satisfied"
"23209",60385,"Female","Loyal Customer",52,"Business travel","Business",1452,5,5,5,5,3,5,5,5,5,4,5,5,5,4,1,0,"satisfied"
"2437",97166,"Male","Loyal Customer",69,"Personal Travel","Eco",1164,2,5,1,3,4,1,2,4,3,3,4,5,5,4,39,38,"dissatisfied"
"18032",86850,"Male","Loyal Customer",28,"Personal Travel","Eco",692,5,5,5,3,4,5,4,4,4,2,4,3,4,4,0,0,"satisfied"
"9311",11486,"Female","Loyal Customer",40,"Personal Travel","Eco Plus",247,2,4,2,1,1,2,1,1,5,3,4,5,4,1,20,22,"dissatisfied"
"18683",110486,"Male","Loyal Customer",47,"Personal Travel","Eco",787,1,4,1,4,1,1,1,1,4,3,3,5,3,1,3,0,"dissatisfied"
"18771",63173,"Male","Loyal Customer",44,"Business travel","Business",337,2,3,2,2,4,5,5,5,5,5,5,5,5,5,2,0,"satisfied"
"7324",5522,"Male","disloyal Customer",26,"Business travel","Business",404,4,0,4,3,2,4,2,2,5,5,5,4,5,2,0,0,"satisfied"
"3855",62038,"Male","disloyal Customer",11,"Business travel","Eco",1117,3,3,3,4,3,3,5,3,4,1,4,2,4,3,11,18,"neutral"
"2620",6915,"Female","Loyal Customer",27,"Personal Travel","Eco",265,4,3,4,3,5,4,5,5,1,4,1,2,3,5,0,0,"dissatisfied"
"16075",71623,"Female","disloyal Customer",80,"Business travel","Business",612,1,1,1,1,2,5,2,1,1,1,1,5,1,1,0,7,"neutral"
"13533",124438,"Male","Loyal Customer",39,"Business travel","Eco Plus",1044,1,1,1,1,1,2,1,1,3,4,3,2,3,1,0,13,"neutral"
"10257",46818,"Male","Loyal Customer",54,"Business travel","Eco",916,5,5,5,5,5,5,5,5,5,1,5,2,1,5,5,0,"satisfied"
"1469",53440,"Female","Loyal Customer",27,"Business travel","Eco",2419,4,2,2,2,4,5,4,4,2,1,3,2,5,4,0,0,"satisfied"
"8745",96943,"Female","Loyal Customer",41,"Business travel","Business",775,2,2,2,2,3,4,5,3,3,3,3,5,3,3,3,10,"satisfied"
"7705",25560,"Male","Loyal Customer",18,"Business travel","Business",3594,4,4,4,4,4,4,4,4,1,3,1,5,1,4,7,12,"satisfied"
"18671",55264,"Male","Loyal Customer",30,"Business travel","Business",2007,2,5,5,5,2,1,2,2,1,1,2,2,3,2,42,20,"dissatisfied"
"14668",104857,"Male","Loyal Customer",36,"Business travel","Business",2207,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0,"satisfied"
"2558",126067,"Male","Loyal Customer",31,"Business travel","Business",328,3,3,3,3,4,4,4,4,5,2,5,3,4,4,0,0,"satisfied"
"21556",16343,"Female","Loyal Customer",50,"Business travel","Business",3854,2,2,2,2,3,3,2,4,4,4,5,4,4,2,0,0,"satisfied"
"25700",127705,"Female","Loyal Customer",43,"Business travel","Business",255,2,2,2,2,3,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
"2315",51376,"Male","Loyal Customer",65,"Personal Travel","Eco Plus",109,3,5,0,1,1,0,1,1,2,2,3,1,4,1,1,0,"dissatisfied"
"1679",67335,"Male","Loyal Customer",31,"Business travel","Business",1471,2,2,2,2,5,5,5,5,4,2,4,3,5,5,0,0,"satisfied"
"6345",75094,"Female","Loyal Customer",35,"Business travel","Business",1744,4,4,4,4,3,3,5,4,4,4,4,4,4,5,0,0,"satisfied"
"15866",27493,"Male","disloyal Customer",56,"Business travel","Eco",554,3,5,3,3,5,3,5,5,5,2,1,5,3,5,0,5,"dissatisfied"
"5459",28233,"Male","Loyal Customer",26,"Business travel","Business",1009,3,1,1,1,3,3,3,3,1,1,4,3,3,3,0,0,"neutral"
"17035",103381,"Male","disloyal Customer",54,"Business travel","Business",237,4,4,4,2,4,4,3,4,3,3,5,5,5,4,6,0,"satisfied"
"24566",95250,"Male","Loyal Customer",67,"Personal Travel","Eco",277,3,0,3,2,1,3,1,1,4,5,5,5,4,1,18,12,"dissatisfied"
"23073",46516,"Male","Loyal Customer",55,"Business travel","Business",3962,4,4,4,4,4,1,4,5,5,5,4,4,5,3,4,11,"satisfied"
"22473",61293,"Female","Loyal Customer",7,"Personal Travel","Eco",967,2,5,2,1,5,2,5,5,4,3,5,3,5,5,1,0,"dissatisfied"
"10007",37769,"Female","Loyal Customer",25,"Business travel","Eco Plus",1056,4,4,4,4,4,4,4,4,1,5,5,3,3,4,0,0,"satisfied"
"12305",38503,"Male","Loyal Customer",32,"Business travel","Business",2586,5,5,5,5,4,4,4,4,4,4,4,5,1,4,0,0,"satisfied"
"13962",129612,"Female","disloyal Customer",24,"Business travel","Eco",447,3,4,3,4,5,3,5,5,5,4,5,3,5,5,0,0,"neutral"
"5576",117033,"Female","disloyal Customer",21,"Business travel","Business",651,3,4,3,3,2,3,2,2,1,3,4,1,3,2,2,1,"neutral"
"22630",48881,"Male","Loyal Customer",45,"Business travel","Eco",373,2,4,4,4,2,2,2,2,3,5,2,3,2,2,0,13,"satisfied"
"14169",90344,"Female","disloyal Customer",23,"Business travel","Business",515,4,4,4,5,1,4,1,1,5,5,4,3,4,1,92,111,"satisfied"
"8114",17416,"Female","Loyal Customer",43,"Business travel","Business",2686,5,5,5,5,1,2,3,5,5,5,5,5,5,1,0,0,"satisfied"
"6215",22786,"Male","Loyal Customer",40,"Business travel","Business",147,5,5,5,5,1,4,2,4,4,4,5,3,4,3,4,0,"satisfied"
"7564",44592,"Male","Loyal Customer",58,"Personal Travel","Eco",157,3,5,3,5,1,3,1,1,3,3,4,4,5,1,10,32,"neutral"
"17897",103854,"Female","Loyal Customer",16,"Business travel","Business",1056,2,3,3,3,2,1,2,2,4,2,3,3,3,2,0,0,"dissatisfied"
"4176",3963,"Female","Loyal Customer",40,"Personal Travel","Eco",764,2,4,2,4,1,2,1,1,4,4,5,4,5,1,0,13,"neutral"
"4739",88520,"Female","Loyal Customer",39,"Personal Travel","Eco",240,3,4,3,3,5,3,3,5,3,5,4,5,4,5,0,0,"neutral"
"24479",22474,"Male","Loyal Customer",61,"Personal Travel","Eco",145,4,5,4,4,5,4,5,5,3,3,4,3,4,5,0,0,"dissatisfied"
"23779",102769,"Male","Loyal Customer",41,"Personal Travel","Eco",1618,2,5,2,2,1,2,1,1,5,4,5,5,4,1,82,67,"neutral"
"3822",58088,"Female","disloyal Customer",28,"Business travel","Business",589,4,4,4,3,3,4,3,3,4,5,4,3,5,3,10,0,"satisfied"
"830",126600,"Male","Loyal Customer",27,"Business travel","Business",1337,5,5,1,5,5,5,5,5,5,5,4,5,4,5,0,0,"satisfied"
"25033",22887,"Female","Loyal Customer",54,"Personal Travel","Eco",170,2,5,2,1,2,4,2,5,5,2,5,4,5,4,0,0,"neutral"
"20900",58534,"Male","Loyal Customer",46,"Business travel","Business",1918,4,4,4,4,2,4,4,5,5,5,5,3,5,4,17,0,"satisfied"
"3713",64813,"Male","Loyal Customer",31,"Business travel","Eco",247,2,3,3,3,2,2,2,2,4,5,2,3,2,2,14,10,"dissatisfied"
"20570",104990,"Female","Loyal Customer",51,"Personal Travel","Eco",337,1,1,1,3,2,3,3,3,3,1,3,2,3,2,13,4,"dissatisfied"
"5397",55674,"Male","Loyal Customer",51,"Business travel","Business",2692,5,5,5,5,2,5,4,3,3,3,3,3,3,3,28,22,"satisfied"
"18346",87478,"Male","Loyal Customer",49,"Business travel","Business",3796,4,4,4,4,4,4,4,5,5,5,5,4,5,3,0,3,"satisfied"
"12664",72650,"Male","Loyal Customer",62,"Personal Travel","Eco",1119,2,4,2,1,3,2,4,3,4,3,5,4,5,3,0,0,"dissatisfied"
"10197",111024,"Male","Loyal Customer",30,"Business travel","Business",3046,2,3,3,3,2,2,2,2,3,2,3,2,3,2,48,38,"dissatisfied"
"12921",2895,"Male","Loyal Customer",61,"Personal Travel","Eco",409,3,1,3,1,5,3,4,5,3,4,1,1,2,5,20,12,"neutral"
"2060",119633,"Female","disloyal Customer",43,"Business travel","Business",1727,2,1,1,4,5,2,3,5,5,5,4,5,5,5,17,47,"dissatisfied"
"24313",91256,"Female","Loyal Customer",34,"Personal Travel","Eco",250,2,4,2,3,4,2,1,4,4,4,5,5,5,4,87,66,"neutral"
"6636",88232,"Female","Loyal Customer",69,"Business travel","Business",581,2,5,5,5,4,4,4,2,2,2,2,1,2,1,4,4,"neutral"
"19597",125003,"Female","Loyal Customer",41,"Business travel","Eco",184,4,5,5,5,3,4,3,3,2,3,2,2,2,3,0,0,"satisfied"
"20274",109552,"Male","Loyal Customer",21,"Personal Travel","Eco",992,2,5,2,3,5,2,5,5,5,5,4,3,5,5,20,0,"neutral"
"24662",6586,"Female","Loyal Customer",46,"Personal Travel","Eco",607,1,4,0,3,4,5,5,1,1,0,1,3,1,3,79,82,"neutral"
"8344",31968,"Female","Loyal Customer",39,"Business travel","Business",3203,3,1,3,1,3,3,4,3,3,3,3,1,3,4,0,0,"neutral"
"3743",79798,"Male","Loyal Customer",52,"Business travel","Business",1010,4,4,4,4,2,5,4,4,4,4,4,4,4,3,0,0,"satisfied"
"352",97177,"Male","Loyal Customer",32,"Personal Travel","Eco",1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0,"neutral"
"8898",20558,"Male","Loyal Customer",37,"Business travel","Eco",606,3,5,5,5,3,3,3,3,3,1,2,3,3,3,0,0,"neutral"
"384",55425,"Male","Loyal Customer",60,"Business travel","Business",2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0,"satisfied"
"20767",99335,"Male","disloyal Customer",22,"Business travel","Eco",337,3,4,3,3,3,3,3,3,3,4,4,5,5,3,2,0,"neutral"
"18492",76614,"Female","Loyal Customer",62,"Business travel","Business",2203,4,5,5,5,5,3,3,4,4,3,4,4,4,3,20,16,"dissatisfied"
"24163",115791,"Male","disloyal Customer",16,"Business travel","Eco",446,2,4,2,3,3,2,3,3,2,1,3,4,3,3,88,89,"dissatisfied"
"21217",6309,"Female","disloyal Customer",20,"Business travel","Business",315,5,2,5,5,5,5,5,5,5,2,5,3,4,5,0,14,"satisfied"
"18839",89266,"Female","Loyal Customer",56,"Business travel","Business",3423,3,3,3,3,3,5,5,5,5,5,5,5,5,4,0,0,"satisfied"
"8050",5681,"Male","Loyal Customer",39,"Business travel","Business",3928,0,5,0,1,5,5,4,4,4,4,4,3,4,5,0,0,"satisfied"
"12015",14116,"Male","Loyal Customer",54,"Business travel","Business",413,4,4,4,4,5,4,5,5,5,5,5,5,5,3,0,16,"satisfied"
"1191",54547,"Male","Loyal Customer",60,"Personal Travel","Eco",925,3,5,3,3,2,3,5,2,5,1,2,2,3,2,8,0,"neutral"
"25635",109582,"Male","Loyal Customer",70,"Personal Travel","Eco",966,1,4,1,3,5,1,2,5,3,5,5,4,5,5,0,0,"dissatisfied"
"22660",33393,"Male","Loyal Customer",56,"Business travel","Business",2917,3,3,3,3,4,4,4,5,1,4,5,4,4,4,0,0,"satisfied"
"13491",21612,"Male","Loyal Customer",36,"Business travel","Business",2137,3,3,3,3,4,1,3,5,5,5,5,5,5,2,0,0,"satisfied"
"11554",82388,"Male","disloyal Customer",27,"Business travel","Business",501,0,0,0,4,3,0,3,3,3,5,4,4,5,3,0,0,"satisfied"
"9117",23804,"Male","disloyal Customer",44,"Business travel","Eco",304,1,2,1,4,5,1,5,5,4,3,4,1,3,5,34,36,"dissatisfied"
"9805",31161,"Male","Loyal Customer",67,"Business travel","Business",3545,2,5,5,5,5,3,2,2,2,2,2,2,2,2,27,18,"dissatisfied"
"6628",88686,"Female","Loyal Customer",20,"Personal Travel","Eco",515,2,5,2,4,5,2,5,5,4,4,5,5,5,5,0,13,"neutral"
"17876",651,"Male","Loyal Customer",54,"Business travel","Business",247,4,4,4,4,3,4,4,5,5,5,5,4,5,4,112,119,"satisfied"
"14566",17759,"Male","Loyal Customer",23,"Business travel","Eco Plus",383,3,5,5,5,3,3,2,3,3,4,3,1,4,3,8,1,"dissatisfied"
"16707",37920,"Female","Loyal Customer",25,"Personal Travel","Eco",1023,2,2,1,3,5,1,5,5,2,2,1,4,3,5,0,6,"dissatisfied"
"10073",6062,"Female","Loyal Customer",45,"Personal Travel","Eco",630,1,4,1,1,1,5,5,3,4,4,5,5,5,5,794,795,"neutral"
"10549",64037,"Female","disloyal Customer",25,"Business travel","Business",921,1,0,1,1,1,1,1,1,5,3,4,4,4,1,0,0,"dissatisfied"
"17832",39689,"Male","disloyal Customer",20,"Business travel","Eco",1463,1,1,1,3,1,1,1,1,5,2,2,5,5,1,115,131,"neutral"
"13957",74986,"Female","Loyal Customer",53,"Business travel","Business",2586,5,5,5,5,4,3,5,4,4,4,4,4,4,5,13,21,"satisfied"
"7429",85295,"Male","Loyal Customer",48,"Personal Travel","Eco",874,3,1,3,3,1,3,1,1,1,5,4,3,3,1,14,7,"neutral"
"8659",114453,"Female","Loyal Customer",51,"Business travel","Business",342,4,4,4,4,4,5,5,4,4,4,4,3,4,5,0,0,"satisfied"
"4588",41675,"Female","disloyal Customer",20,"Business travel","Eco",843,5,5,5,1,4,5,4,4,5,3,5,5,2,4,0,0,"satisfied"
"24135",17609,"Male","Loyal Customer",16,"Personal Travel","Eco",196,3,4,0,4,4,0,4,4,1,1,3,4,3,4,0,0,"neutral"
"11630",51882,"Female","Loyal Customer",57,"Business travel","Business",3258,5,5,5,5,3,5,5,4,4,4,4,4,4,4,0,0,"satisfied"
"22673",66110,"Male","Loyal Customer",20,"Business travel","Business",1856,3,3,3,3,4,4,4,4,4,4,5,4,4,4,0,0,"satisfied"
"15837",30070,"Female","Loyal Customer",47,"Personal Travel","Eco",183,5,4,5,3,5,5,4,3,3,5,3,4,3,4,11,14,"satisfied"
"2304",13598,"Female","Loyal Customer",44,"Personal Travel","Eco",227,3,4,3,3,4,4,5,3,3,3,3,4,3,3,0,0,"neutral"
"6242",127481,"Male","Loyal Customer",48,"Business travel","Eco",2075,2,4,4,4,2,2,2,2,3,3,3,4,4,2,0,0,"dissatisfied"
"22033",13714,"Female","Loyal Customer",41,"Business travel","Business",2097,1,1,1,1,4,2,4,5,5,4,5,1,5,2,14,16,"satisfied"
"23741",66940,"Male","Loyal Customer",58,"Business travel","Business",985,4,4,4,4,2,4,4,4,4,5,4,4,4,4,0,0,"satisfied"
"21771",9600,"Female","Loyal Customer",42,"Personal Travel","Eco",283,1,5,1,2,4,4,4,4,4,1,4,5,4,4,0,0,"dissatisfied"
"9486",4654,"Female","Loyal Customer",43,"Business travel","Business",3078,0,0,0,2,5,5,5,4,4,3,3,3,4,5,0,0,"satisfied"
"6305",20235,"Male","Loyal Customer",50,"Business travel","Eco",228,4,1,3,1,4,4,4,4,2,1,4,5,2,4,0,0,"satisfied"
"674",40114,"Male","Loyal Customer",24,"Business travel","Eco",368,0,3,0,1,4,0,4,4,4,1,5,3,5,4,5,5,"satisfied"
"10176",67445,"Female","Loyal Customer",34,"Personal Travel","Eco",769,3,5,3,3,5,3,2,5,3,4,5,4,4,5,10,14,"dissatisfied"
"22666",32005,"Male","Loyal Customer",33,"Personal Travel","Business",216,2,0,2,1,5,2,1,5,4,2,5,4,4,5,0,0,"dissatisfied"
"14050",62359,"Male","Loyal Customer",32,"Business travel","Business",1589,5,5,5,5,4,4,4,4,4,3,3,5,5,4,0,0,"satisfied"
"11133",105703,"Female","Loyal Customer",27,"Business travel","Business",925,2,2,2,2,2,3,2,2,1,3,4,1,3,2,0,4,"dissatisfied"
"7718",123556,"Male","disloyal Customer",30,"Business travel","Business",1773,4,3,3,1,2,3,2,2,4,2,3,3,4,2,7,15,"neutral"
"3277",127934,"Male","Loyal Customer",41,"Personal Travel","Eco",2300,2,5,2,4,2,2,2,2,3,5,5,3,4,2,0,0,"neutral"
"24989",4853,"Male","Loyal Customer",57,"Business travel","Business",2817,4,4,4,4,3,5,4,5,5,5,5,4,5,4,0,0,"satisfied"
"23656",125434,"Male","Loyal Customer",14,"Personal Travel","Eco",735,3,5,3,3,2,3,2,2,3,3,4,3,4,2,0,0,"neutral"
"1211",6411,"Male","Loyal Customer",62,"Personal Travel","Eco",240,3,4,3,3,5,3,1,5,1,5,4,3,3,5,10,3,"dissatisfied"
"17441",46170,"Female","Loyal Customer",33,"Personal Travel","Eco",516,1,4,2,3,2,2,2,2,1,1,4,2,4,2,24,28,"neutral"
